frame_id,obj_type,Prediction,Confidence
2-048_21491_046,CAR,"[68.83668    -9.382591   -0.68685067  5.361993    2.605347    1.8808619
  5.712853  ]",0.5261003
2-048_21491_046,CAR,"[31.103176  17.103565  -1.753575   5.5717587  2.6489334  2.0269775
  2.5117633]",0.30865481
2-048_21491_046,CAR,"[41.58065   15.837397  -1.3584719  5.2898154  2.4757047  1.9854325
  6.3310432]",0.26719633
2-048_21492_046,CAR,"[61.195854   2.5138283 -0.7288543  5.2469506  2.577841   2.0283208
  6.2118516]",0.9152996
2-048_21492_046,CAR,"[80.423454  -3.65853   -0.8101334  5.499761   2.6838505  1.9765168
  2.856903 ]",0.26452518
2-048_21493_046,CAR,"[42.086517   3.050731  -1.3216552  5.135018   2.536786   1.9148862
  6.2701616]",0.939935
2-048_21493_046,CAR,"[14.237887   3.8017132 -1.4184308  5.2101607  2.3816316  1.7890319
  6.2513714]",0.9216791
2-048_21493_046,CAR,"[79.43149    3.6695797 -1.2833705  5.2715297  2.530915   1.9504001
  6.2554255]",0.89490974
2-048_21493_046,CAR,"[ 76.59442    -10.450707    -0.95490485   5.4672604    2.7356074
   1.9163543    3.0778942 ]",0.17103067
2-048_21505_046,CAR,"[58.343597  -2.3780246 -1.068818   4.256873   2.094919   1.9163404
  6.1570635]",0.8842685
2-048_21505_046,CAR,"[36.769592  -7.7892118 -1.375292   5.178685   2.5019965  1.8906347
  3.0956035]",0.10966403
2-048_21508_046,CAR,"[39.659454   3.2063186 -1.2717277  5.4350724  2.6285787  1.9726079
  6.2345953]",0.88753283
2-048_21508_046,CAR,"[57.04763    9.602893  -1.117698   5.026629   2.6279306  1.8442683
  3.0775206]",0.7828452
2-048_21528_046,CAR,"[ 6.565324  -5.4803643 -1.4207109  5.793913   2.5612922  1.8624643
  6.203643 ]",0.91689277
2-048_21528_046,CAR,"[18.834099   3.370024  -1.2022848  5.2043757  2.3536038  1.8988638
  6.2174754]",0.90728253
2-048_21528_046,CAR,"[35.7178    -6.484326  -1.6583983  5.4588985  2.5356653  1.9627779
  6.2606745]",0.8632343
2-048_21528_046,CAR,"[46.304302  10.232041  -1.0769793  4.821414   2.5274012  1.8242286
  3.1025808]",0.77595764
2-048_21528_046,CAR,"[22.031448   8.286052  -1.1951028  5.0791426  2.4554749  1.8378688
  3.0766609]",0.74149215
2-048_21528_046,CAR,"[77.33887     8.067635   -0.39399785  5.831595    2.7690494   2.0240152
  3.0747132 ]",0.5124051
2-048_21528_046,CAR,"[ 32.59521    -18.8737      -0.93507105   5.063053     2.5302315
   1.854466     6.0729074 ]",0.4995871
2-048_21528_046,PEDESTRIAN,"[26.746216  -8.368211  -1.3958008  2.107486   1.5355158  1.9028618
  2.7305546]",0.30343646
2-048_21529_046,CAR,"[28.950285   2.8642151 -1.1840875  5.3157     2.4078875  1.9805723
  6.1889386]",0.9286831
2-048_21529_046,CAR,"[44.7499     6.7151995 -0.7405876  5.1377096  2.5686083  1.8831948
  3.067275 ]",0.5448221
2-048_21529_046,CAR,"[21.934448  11.896197  -0.6467407  5.5537677  2.578291   2.0624938
  3.1713836]",0.45749918
2-048_21529_046,CAR,"[57.459682  -5.894206  -1.3588798  5.5088773  2.6746266  2.026692
  2.9840746]",0.17316721
2-048_21530_046,CAR,"[36.06514    2.2528393 -1.2063849  5.300449   2.4133446  1.9922429
  6.2303157]",0.94671345
2-048_21530_046,CAR,"[78.96643    -7.457394   -0.75348985  5.446151    2.704551    1.9585328
  2.6962163 ]",0.53701836
2-048_21531_046,CAR,"[30.24       -0.74561566 -1.2211174   5.197631    2.4096372   1.8994007
  6.2293053 ]",0.918761
2-048_21531_046,CAR,"[57.767597  11.329588  -1.1213778  5.652678   2.6417367  1.9522814
  3.1429663]",0.70935035
2-048_21531_046,CAR,"[51.034214  -1.6703781 -0.842328   5.372543   2.6767144  1.9569609
  2.7014863]",0.5808011
2-048_21531_046,CAR,"[67.86429    -0.89657176 -0.7859991   5.339798    2.5242717   2.0668564
  3.1123118 ]",0.16685101
2-048_21532_046,CAR,"[35.723774  -1.1125152 -1.5334928  5.4876356  2.5119474  1.9079958
  6.251752 ]",0.8764734
2-048_21532_046,CAR,"[72.219345  -2.286102  -0.603307   5.124378   2.5618486  1.9658223
  2.9624074]",0.52452445
2-048_21532_046,CAR,"[72.573235   6.0281615 -1.2698956  5.2234635  2.5925784  1.9519788
  3.253863 ]",0.37026706
2-048_21532_046,CAR,"[43.893417    8.169731   -0.47828475  4.840344    2.4791648   1.8995862
  4.723576  ]",0.23825777
2-048_21606_046,CAR,"[46.590275   -0.18467176 -1.115352    5.625938    2.5431538   2.0774868
  6.2990127 ]",0.9394465
2-048_21606_046,CAR,"[50.254223  -3.439045  -1.0986267  5.279566   2.59046    2.0056708
  6.2144165]",0.9287568
2-048_21606_046,CAR,"[ 55.96855   -37.662113   -0.8363729   5.3231783   2.6603966   1.8935741
   2.4570718]",0.76063514
2-048_21606_046,CAR,"[69.81883   -1.0682027 -0.6868806  5.297664   2.6399784  1.9523631
  2.8842633]",0.70676255
2-048_21606_046,CAR,"[ 50.751774  -29.257559   -1.160962    5.276717    2.5772977   1.9120386
   2.6695535]",0.5997048
2-048_21606_046,CAR,"[51.513653   4.8064165 -1.1710743  5.295201   2.5541039  1.9923737
  2.9637146]",0.45184854
2-048_21606_046,CAR,"[ 50.886078  -34.206055   -1.0894718   5.4207587   2.5555153   1.9388206
   2.463055 ]",0.41780993
2-048_21606_046,CAR,"[31.562872   5.50838   -1.390121   5.3731475  2.5341892  1.9334552
  6.2661724]",0.3344496
2-048_21606_046,CAR,"[ 39.996986  -27.094238   -1.4205192   5.557186    2.5267758   1.9186625
   2.57882  ]",0.27732527
2-048_21606_046,CAR,"[60.045498  -7.186982  -0.5368897  5.6204653  2.6747816  2.1006556
  6.2204123]",0.23565635
2-048_21606_046,CAR,"[ 43.760086  -29.560232   -1.1489612   5.2150273   2.5289588   1.8562249
   2.5384245]",0.21340941
2-048_21606_046,PEDESTRIAN,"[72.35513    2.6228566 -0.7124898  3.7960985  1.8543307  2.1419487
  3.1554422]",0.12783745
2-048_21606_046,PEDESTRIAN,"[30.39461   26.549648  -2.982138   2.1005428  1.7904885  1.693261
  2.9457684]",0.109077014
2-048_21607_046,CAR,"[27.000431   3.8698635 -1.0830841  5.261718   2.4131553  1.977666
  6.333172 ]",0.92688084
2-048_21607_046,CAR,"[50.787495  11.49765   -1.1744969  5.195683   2.5271952  1.9240032
  3.1683066]",0.8446189
2-048_21607_046,CAR,"[79.63766    5.59741   -0.8582189  5.373378   2.5686789  2.0647159
  6.3389773]",0.82494205
2-048_21607_046,CAR,"[51.676693    5.4320006  -0.95808804  5.2833447   2.5260928   2.0048208
  6.3164    ]",0.72280705
2-048_21607_046,PEDESTRIAN,"[37.63546   -9.547972  -1.382089   1.8393469  1.7396913  2.0198205
  4.120209 ]",0.39974812
2-048_21607_046,CAR,"[48.81902   -8.65094   -0.9089375  5.6308637  2.77835    2.0277717
  2.7549696]",0.39185458
2-048_21607_046,CAR,"[65.8202     9.427533  -0.9936935  4.9273777  2.4899693  1.9541873
  6.2833414]",0.27590674
2-048_21608_046,CAR,"[18.302996   3.769709  -1.0162637  5.5699134  2.4947128  2.071215
  6.268306 ]",0.9458574
2-048_21608_046,CAR,"[42.13324     5.3835187  -0.98285043  5.3044877   2.5251398   1.9846408
  6.292905  ]",0.9346489
2-048_21608_046,CAR,"[ 47.70446   -23.477327   -0.8522042   5.225672    2.578963    1.9132186
   4.4548116]",0.8510809
2-048_21608_046,CAR,"[57.3339     3.1147306 -0.8917585  5.9739037  2.4820662  2.146041
  6.3317537]",0.7860032
2-048_21608_046,CAR,"[47.564922  24.930933  -1.2149814  5.1601906  2.5409207  1.8716104
  3.4808183]",0.5097285
2-048_21608_046,CAR,"[ 40.92964   -17.634207   -1.3053535   5.2066503   2.5939658   1.9297968
   2.7996144]",0.35363516
2-048_21608_046,CAR,"[ 62.691677   -10.457305    -0.86018574   5.4615297    2.700578
   1.9560604    2.7895222 ]",0.24166144
2-048_21608_046,PEDESTRIAN,"[54.00916   -0.4045702 -0.7355872  3.3877437  1.6845974  2.12134
  3.0435164]",0.20137753
2-048_21608_046,CAR,"[ 20.095303  -13.18561    -0.9241959   5.631783    2.672791    1.9996842
   3.074276 ]",0.1780599
2-048_21608_046,CAR,"[75.18646    11.657139   -0.77468413  5.229668    2.6054769   2.0769415
  6.397299  ]",0.13989496
2-048_21609_046,CAR,"[23.389547   3.693719  -1.3656558  5.478263   2.4710217  1.885805
  6.266255 ]",0.94101506
2-048_21609_046,CAR,"[33.594646  10.3042345 -1.2385286  5.755834   2.7136865  2.0997107
  3.1017888]",0.92115545
2-048_21609_046,CAR,"[ 4.5495125e+01  2.1108352e-02 -1.2970389e+00  5.4465690e+00
  2.5745475e+00  1.9691042e+00  6.2824774e+00]",0.920557
2-048_21609_046,CAR,"[49.02823    3.3188038 -1.2097473  5.358335   2.5260007  2.0186734
  6.2372518]",0.91946256
2-048_21609_046,CAR,"[49.450886   9.907744  -1.3261257  5.5245323  2.5516996  1.9855936
  3.1074724]",0.86335516
2-048_21609_046,CAR,"[57.507645  22.463093  -1.4306473  5.46089    2.6102045  2.0437026
  3.176137 ]",0.7408206
2-048_21609_046,CAR,"[43.751156  18.84644   -1.6734718  5.521684   2.5855334  1.9760516
  3.0424006]",0.45118168
2-048_21609_046,CAR,"[ 42.26057    -31.352533    -0.92978984   5.1482453    2.6003773
   1.9100145    2.8513634 ]",0.16168188
2-048_21610_046,CAR,"[24.343105   -0.13867909 -1.0589988   5.8577533   2.573855    2.0991385
  6.257465  ]",0.95935625
2-048_21610_046,CAR,"[46.989895   3.4306602 -1.0579226  5.5355616  2.5074682  2.0506392
  6.271866 ]",0.95695823
2-048_21610_046,CAR,"[58.57092   29.374691  -1.5369134  5.357999   2.3652923  1.8891727
  5.3218207]",0.8690398
2-048_21610_046,CAR,"[ 9.238431  12.036293  -1.7503371  5.2434287  2.6224184  1.9203037
  3.2003996]",0.84958905
2-048_21610_046,CAR,"[71.67806    4.143517  -0.9140671  5.2539024  2.568151   2.058985
  6.299782 ]",0.8355078
2-048_21610_046,CAR,"[50.99381   36.03056   -1.312625   5.219114   2.6986032  1.7906044
  3.1717224]",0.8136347
2-048_21610_046,CAR,"[  9.812576  -11.953731   -0.7851141   5.2432723   2.4394102   2.0657115
   6.242724 ]",0.53952
2-048_21610_046,CAR,"[53.901062  21.067715  -1.7415634  5.39235    2.5644448  2.018137
  3.376949 ]",0.52321815
2-048_21610_046,CAR,"[80.39578    -5.9838815  -0.86862665  4.7838473   2.5079548   1.8441269
  3.1234083 ]",0.35375082
2-048_21610_046,CAR,"[75.07236   28.887674  -1.0400639  4.986846   2.4618106  1.8751001
  3.3191643]",0.22223456
2-048_21611_046,CAR,"[24.21432    -0.06902005 -1.1080234   5.8389106   2.5555334   2.117423
  6.2552915 ]",0.9437253
2-048_21611_046,CAR,"[53.615635   3.0845094 -1.1541107  5.4117947  2.5386477  1.9885104
  6.2749314]",0.92383015
2-048_21611_046,CAR,"[44.601643   26.468834   -0.81355286  5.3615937   2.5897954   1.9911027
  6.890577  ]",0.90719235
2-048_21611_046,CAR,"[81.37671     3.280015   -0.84225523  5.274958    2.5742207   2.0461218
  6.214427  ]",0.8627423
2-048_21611_046,CAR,"[24.134592   3.346782  -1.2435386  5.1603866  2.4358103  1.8858263
  6.2733536]",0.82448125
2-048_21611_046,CAR,"[22.876863  -9.726712  -0.7560601  5.2079315  2.5345178  2.0033793
  4.980445 ]",0.8092983
2-048_21611_046,CAR,"[34.52618   20.118397  -1.6156247  5.3199344  2.3497772  1.9030747
  2.1774309]",0.5654679
2-048_21611_046,CAR,"[63.66228   17.527803  -1.4541856  5.7782087  2.7518406  2.1091838
  3.0160513]",0.35975316
2-048_21611_046,MOTORCYCLE,"[ 9.172376   9.744552  -1.3833765  2.689209   1.3275244  1.8410895
  1.445667 ]",0.21157567
2-048_21611_046,CAR,"[ 70.92364    -18.062527    -0.46887735   5.600395     2.6907763
   1.9315133    6.1436553 ]",0.20713615
2-048_21611_046,MOTORCYCLE,"[29.751467  23.562578  -1.2188101  2.5620165  1.3712187  1.7303765
  2.5062165]",0.18631123
2-048_21611_046,CAR,"[ 72.623886   -34.934742    -0.18069592   5.670361     2.725996
   1.7863652    1.1399511 ]",0.16141918
2-048_21611_046,CAR,"[ 71.01249   -14.031348   -0.797248    5.4009566   2.6231444   1.9272604
   3.3017073]",0.107274175
2-048_21612_046,CAR,"[21.84604   -0.8455182 -1.218091   5.675152   2.8122332  2.139434
  6.2313757]",0.9636772
2-048_21612_046,CAR,"[43.222965   1.5073998 -1.5952497  5.32732    2.5715516  1.9346792
  6.2008524]",0.93431294
2-048_21612_046,CAR,"[17.61994    2.4516227 -1.4101777  5.1976986  2.4346828  1.9261137
  6.22962  ]",0.86132437
2-048_21612_046,CAR,"[66.784996   1.0795166 -1.6869576  5.1844206  2.549172   1.8984375
  6.2560415]",0.8139164
2-048_21612_046,PEDESTRIAN,"[52.68368   12.210091  -1.4971505  1.7482165  1.9294755  2.0607996
  4.269043 ]",0.70578766
2-048_21612_046,CAR,"[ 48.24537    -14.187182    -0.28224438   5.21299      2.5905771
   1.7100601    1.5895736 ]",0.35921413
2-048_21617_046,CAR,"[32.0521      0.86173767 -1.324357    5.405502    2.4976778   1.9192764
  6.121058  ]",0.9142302
2-048_21617_046,CAR,"[58.97511   -9.916929  -0.8811768  5.4341955  2.6065366  2.0873702
  6.1724563]",0.8445555
2-048_21617_046,CAR,"[61.723602   -2.9640698  -0.90162987  5.143988    2.5187795   1.9166389
  6.1733837 ]",0.77555025
2-048_21617_046,CAR,"[78.933815  -1.7079747 -1.0383635  5.1383753  2.6103086  1.9747882
  3.2115653]",0.20702675
2-048_21618_046,CAR,"[ 4.1117619e+01 -1.6139902e-02 -1.3319248e+00  5.2174292e+00
  2.5152607e+00  1.8970454e+00  6.1600008e+00]",0.91403675
2-048_21618_046,CAR,"[66.64047    1.9449769 -1.0272007  5.1997313  2.4926875  2.024693
  6.254556 ]",0.5958259
2-048_21618_046,PEDESTRIAN,"[59.145153   13.159381   -1.8077492   0.791113    0.91701543  1.7777623
  6.5914497 ]",0.56738895
2-048_21618_046,MOTORCYCLE,"[29.914577  15.991539  -1.2721354  2.8157878  1.3839872  1.9136609
  4.7136316]",0.55199265
2-048_21619_046,CAR,"[44.711468  -3.0264559 -1.5110021  5.2657785  2.5636933  1.8684086
  6.2750754]",0.9520256
2-048_21619_046,CAR,"[18.581066   5.3917685 -1.2688881  5.295096   2.5145912  1.9121605
  3.135834 ]",0.9205664
2-048_21619_046,CAR,"[38.850754   9.785287  -1.225199   5.1482854  2.5067182  1.8465847
  3.2475195]",0.7447709
2-048_21619_046,CAR,"[59.64324    4.541685  -1.3876626  5.2998505  2.605298   1.95688
  2.6242294]",0.28877375
2-048_21619_046,CAR,"[67.78734    -8.352155   -0.75375974  5.2330937   2.5819113   2.01991
  5.847194  ]",0.27741665
2-048_21619_046,PEDESTRIAN,"[45.425255  39.940876  -3.1597762  1.9476855  1.900762   1.6030353
  3.151198 ]",0.15640166
2-048_21620_046,CAR,"[28.503662  -3.8174248 -1.4147992  5.097936   2.3634045  1.7604924
  6.327519 ]",0.9405567
2-048_21620_046,CAR,"[ 4.8782916 10.368433  -1.3139981  5.362394   2.5969322  1.9791329
  3.1812022]",0.9223526
2-048_21620_046,CAR,"[78.80492   -3.0852249 -1.2672713  5.6207747  2.7043116  2.0164435
  6.298131 ]",0.644508
2-048_21620_046,CAR,"[ 34.215385  -11.233526   -1.1434902   5.135043    2.5401142   1.8013966
   6.3533344]",0.55039656
2-048_21620_046,CAR,"[67.44096    23.23594    -0.93195677  5.1961994   2.6181695   1.9684131
  3.0219424 ]",0.54417545
2-048_21620_046,CAR,"[53.72064    0.1839796 -0.5196005  5.509795   2.61322    2.0601006
  6.352376 ]",0.4957156
2-048_21620_046,CAR,"[ 35.10006   -13.682969   -1.1208655   5.1336913   2.513838    1.857042
   6.627483 ]",0.37527496
2-048_21620_046,PEDESTRIAN,"[40.2143    -5.9609823 -1.5632633  2.0531516  1.989889   1.9728707
  2.154789 ]",0.18529642
2-048_21621_046,CAR,"[ 8.030387  -4.0722404 -1.4902718  5.5525656  2.5342011  1.8377736
  6.243464 ]",0.8700469
2-048_21621_046,CAR,"[46.254898   2.8442214 -1.5958844  5.3565264  2.596643   1.9721631
  3.0756567]",0.836768
2-048_21621_046,PEDESTRIAN,"[ 16.327131   -11.278733    -1.3594843    1.1206751    0.90249807
   1.7581058    6.7579393 ]",0.4536838
2-048_21622_046,CAR,"[78.32443   -8.425107  -1.0143672  5.204244   2.4955206  2.0051997
  6.0168686]",0.8618046
2-048_21622_046,CAR,"[ 43.977715   -10.731352    -0.18318418   5.2629232    2.5934055
   1.9696387    6.079698  ]",0.4127309
2-048_21622_046,CAR,"[19.199013   4.4029956 -1.1587169  5.239723   2.529985   2.0032816
  6.354291 ]",0.34958312
2-048_21636_046,CAR,"[31.073254   2.6856468 -1.2081738  5.1498137  2.376767   1.8252908
  6.248841 ]",0.9364419
2-048_21636_046,CAR,"[66.09378   12.622321  -1.3662357  5.350368   2.5275784  1.9759855
  3.0923326]",0.92259
2-048_21636_046,CAR,"[ 4.369596   3.2831275 -1.2071496  5.8522086  2.539289   2.0499
  6.269583 ]",0.8894048
2-048_21636_046,CAR,"[62.00255     3.7985535  -0.98974997  5.4204164   2.6800783   2.0749507
  3.1370316 ]",0.45636755
2-048_21636_046,CAR,"[37.096172  18.866737  -1.770076   5.116521   2.4962428  1.8778611
  6.2400756]",0.30718616
2-048_21636_046,CAR,"[79.65496    21.360174   -0.62235564  5.4530916   2.6387808   1.9816408
  2.851461  ]",0.24945967
2-048_21636_046,PEDESTRIAN,"[74.37451    -4.9395967  -1.4049644   0.9950028   0.92276454  1.8286054
  6.6576953 ]",0.16390082
2-048_21637_046,CAR,"[50.20968    -0.42695603 -1.0595062   5.299203    2.449585    1.9218976
  6.246439  ]",0.94563395
2-048_21637_046,CAR,"[16.467623   2.4383397 -1.264168   5.38929    2.4670303  1.9110382
  6.222328 ]",0.8574542
2-048_21637_046,CAR,"[53.91795   34.557285  -1.2928667  5.104097   2.2252023  1.844337
  4.927862 ]",0.8012287
2-048_21637_046,CAR,"[48.257263  34.214878  -0.8665     5.356813   2.6218953  2.0171657
  1.9390452]",0.6088937
2-048_21642_046,CAR,"[19.081772   3.723913  -1.2547319  5.33699    2.4540372  1.9944386
  6.2698183]",0.92706114
2-048_21642_046,CAR,"[24.216928  12.691893  -1.2753243  5.3765864  2.6228852  1.9614233
  3.1430726]",0.8891333
2-048_21642_046,CAR,"[64.78884   23.934584  -1.1270113  5.2298717  2.4928775  1.890951
  3.740304 ]",0.72272974
2-048_21642_046,PEDESTRIAN,"[76.6628    26.61971   -1.2351139  1.0216101  0.9146307  1.8706584
  4.7194057]",0.5926623
2-048_21643_046,CAR,"[27.470158   2.9470127 -1.1222647  5.256418   2.405761   1.8380176
  6.2546697]",0.8984938
2-048_21643_046,CAR,"[67.58841   -5.114724  -0.9564593  5.425152   2.6856124  1.9783647
  2.6672423]",0.5103865
2-048_21643_046,CAR,"[ 68.5243    -12.364969   -0.8535167   5.507916    2.6345184   1.9209826
   2.4934788]",0.23986718
2-048_21643_046,CAR,"[81.65748   -5.1075583 -0.7779328  5.3675795  2.6093595  1.9770483
  2.9052167]",0.21803008
2-048_21644_046,CAR,"[16.294325   4.341738  -1.1106269  5.178766   2.348387   1.8758882
  6.3012276]",0.8924911
2-048_21644_046,PEDESTRIAN,"[31.169382   7.3098016 -2.9487267  2.0321982  1.7997445  1.6532191
  3.2197087]",0.7353029
2-048_21669_046,CAR,"[24.627888   2.5673068 -1.2602524  5.23633    2.4192834  1.9031364
  6.2165427]",0.91921824
2-048_21670_046,CAR,"[19.213095   3.5853403 -1.3053343  5.3932676  2.4322574  1.8354437
  6.19907  ]",0.9464089
2-048_21670_046,CAR,"[59.44714   -6.2808895 -1.2986472  5.172978   2.5521028  1.9484293
  3.1203518]",0.4868302
2-048_21670_046,CAR,"[63.118988  -8.036733  -1.2231371  5.260049   2.5508876  1.9625483
  5.765359 ]",0.41985118
2-048_21670_046,CAR,"[79.576126  -7.2999954 -1.7643226  5.272239   2.5308292  1.9661095
  6.0159264]",0.24557051
2-048_21670_046,CAR,"[22.315538  16.670925  -2.0851555  5.237174   2.532506   1.9282825
  6.6064024]",0.23810592
2-048_21670_046,CAR,"[55.202896  -8.174988  -1.0270591  5.5306754  2.608089   1.9788531
  5.7284107]",0.14695778
2-048_21670_046,CAR,"[43.126045  -7.7085233 -1.3268102  5.092657   2.3600745  1.9215653
  2.4150894]",0.102874264
2-048_21672_046,CAR,"[24.486835   3.7254205 -1.3828022  5.247716   2.5432587  2.0120456
  6.293469 ]",0.932564
2-048_21672_046,MOTORCYCLE,"[44.966595   1.9717036 -1.3160304  2.3074598  1.2602769  1.581811
  1.6930789]",0.776974
2-048_21672_046,CAR,"[ 15.202791  -12.703118   -1.3066539   5.3550224   2.534671    2.0467107
   6.3561826]",0.32929626
2-048_21672_046,CAR,"[73.801926   2.7550051 -1.2410862  5.141087   2.6428938  1.9172708
  3.3809247]",0.13914281
2-048_21672_046,CAR,"[70.68163     0.69105256 -0.8746767   5.4227433   2.4944906   1.9443185
  6.3001075 ]",0.13257465
2-048_21673_046,CAR,"[19.378092   2.7513769 -1.2512856  5.2174673  2.5968826  2.0716777
  6.227704 ]",0.9584994
2-048_21673_046,CAR,"[ 21.202488   -39.851627    -0.81769973   5.1861763    2.5330987
   1.9064534    2.8106973 ]",0.5709639
2-048_21673_046,MOTORCYCLE,"[53.790867   2.4257374 -1.3858043  2.4206192  1.2339358  1.7741156
  4.720217 ]",0.39730445
2-048_21673_046,CAR,"[57.05188     2.4132314  -0.77614754  4.938435    2.5048957   1.8200752
  1.6411055 ]",0.26008588
2-048_21674_046,CAR,"[18.687561   -0.67799145 -1.1698242   4.9780774   2.726531    1.9998178
  6.211213  ]",0.9517657
2-048_21674_046,CAR,"[15.331252   3.3462799 -1.2140207  4.9720597  2.2850266  1.7133317
  6.230375 ]",0.8655708
2-048_21674_046,CAR,"[32.714676  34.017277  -0.701066   5.4120555  2.590184   2.0616238
  6.445595 ]",0.70214194
2-048_21674_046,CAR,"[53.4241    40.01938   -0.949261   5.3183894  2.6085215  1.9349527
  3.2799675]",0.48160493
2-048_21674_046,CAR,"[64.71627   33.81568   -1.3643137  5.561027   2.5155487  2.0139768
  6.5015726]",0.36846277
2-048_21674_046,CAR,"[48.4743    34.30412   -1.1228988  5.080179   2.513862   1.9170079
  6.4387107]",0.2708002
2-048_21674_046,CAR,"[62.040146  21.114157  -0.8364182  5.449882   2.65359    1.9264498
  2.4554675]",0.19081719
2-048_21675_046,CAR,"[17.559376  -1.0789242 -1.1027446  5.244858   2.7464485  2.0501082
  6.2001915]",0.94435304
2-048_21675_046,CAR,"[22.738766   2.5326054 -0.968439   5.1301775  2.3544328  1.8814164
  6.189648 ]",0.87197185
2-048_21675_046,PEDESTRIAN,"[ 27.976904  -16.916828   -1.3310776   1.731195    1.5726354   1.976512
   0.7082044]",0.45264786
2-048_21675_046,CAR,"[66.84084    -9.575802   -0.97473556  5.5494113   2.7363853   1.9400902
  2.798171  ]",0.1439288
2-048_21684_046,CAR,"[ 1.9248137e+01 -4.0885806e-03 -1.2050205e+00  5.0212708e+00
  2.7757738e+00  2.0281246e+00  6.2482934e+00]",0.9530154
2-048_21684_046,CAR,"[ 3.6473978  3.3568146 -1.3524554  5.4075065  2.4487846  1.9065112
  6.240786 ]",0.89624524
2-048_21684_046,PEDESTRIAN,"[41.286137  20.201773  -1.082935   1.7495068  1.4534482  1.8662491
  5.441876 ]",0.35044813
2-048_21684_046,CAR,"[54.739853   20.87906    -0.86207646  5.1482315   2.4512959   1.9444433
  6.931009  ]",0.25364023
2-048_21684_046,PEDESTRIAN,"[39.300415   18.45856    -0.96844196  2.6712549   1.7002109   1.9316281
  3.606411  ]",0.20990978
2-048_21684_046,CAR,"[72.181725  -2.188968  -1.0022533  4.9654307  2.4896235  1.9532722
  2.1906269]",0.107620776
2-048_21685_046,CAR,"[20.89977     0.29824576 -1.232913    5.177441    2.7566514   2.0427992
  6.21651   ]",0.9748418
2-048_21685_046,CAR,"[17.608892   4.0142803 -1.3922291  5.4104095  2.4503255  1.7963971
  6.2328954]",0.89143646
2-048_21685_046,CAR,"[44.10513     0.55934757 -0.8518571   5.2527423   2.55063     1.8967314
  3.1889005 ]",0.6607309
2-048_21685_046,CAR,"[50.306503   17.269121   -0.07005708  5.15516     2.6419356   1.7887039
  1.8461584 ]",0.12518553
2-048_21686_046,CAR,"[21.472307   0.3068272 -1.2703766  5.281659   2.7548673  2.0570695
  6.2423153]",0.97742337
2-048_21686_046,CAR,"[34.94825    4.2708244 -1.2718631  5.4835835  2.4653685  2.0225623
  6.2856345]",0.90602195
2-048_21686_046,CAR,"[45.577915    0.7272631  -0.70084095  5.3256836   2.5964777   1.9714911
  6.298637  ]",0.82859033
2-048_21686_046,CAR,"[ 1.0804077  4.4021444 -1.5306365  5.375316   2.489161   1.8090885
  3.1598828]",0.5046831
2-048_21686_046,CAR,"[68.98575   -1.6706873 -1.0283335  5.211264   2.5929043  1.9868045
  2.5510266]",0.10323216
2-048_21687_046,CAR,"[23.632557    0.22623973 -1.0207058   5.1353416   2.652438    1.9739422
  6.221065  ]",0.96179336
2-048_21687_046,CAR,"[53.52368     4.998796   -0.75955313  5.2675657   2.4814727   2.0109496
  6.31087   ]",0.9409706
2-048_21687_046,CAR,"[49.35778   14.45911   -1.2649561  5.380202   2.5314436  1.9249417
  3.3570025]",0.4849243
2-048_21687_046,CAR,"[43.560123   0.7101027 -1.0604497  5.1420703  2.5586557  1.8713665
  3.2575548]",0.19161473
2-048_21687_046,PEDESTRIAN,"[13.781976   3.826839  -1.1978583  2.0930974  1.5176351  1.8849288
  1.9556082]",0.1862861
2-048_21687_046,CAR,"[49.002625   6.9065256 -0.8125618  5.314667   2.6772578  1.8926262
  2.4124024]",0.17723179
2-048_21687_046,CAR,"[  6.308977  -20.396702   -0.8949062   5.7167993   2.6832283   1.9840233
   3.6129422]",0.17599654
2-048_21687_046,CAR,"[  4.6238117 -10.511082   -2.5555136   4.925167    2.2791672   1.9197164
   1.3561169]",0.11931652
2-048_21688_046,CAR,"[23.80663     0.36925772 -1.2598301   5.310435    2.8109725   2.0303786
  6.2613416 ]",0.9625709
2-048_21688_046,CAR,"[32.33167    4.9565163 -1.3861419  5.1551347  2.4124925  1.8619189
  6.305083 ]",0.8965232
2-048_21688_046,CAR,"[45.98036    0.5140049 -0.8033811  5.6543336  2.7342877  1.9886622
  3.038055 ]",0.58825105
2-048_21688_046,PEDESTRIAN,"[62.314594  24.258287  -1.4898363  1.6292471  1.7404844  1.8465099
  4.228139 ]",0.3939963
2-048_21688_046,CAR,"[ 50.965725   -21.840994    -2.7817223    4.7315793    2.1688004
   1.7382494    0.95828056]",0.24908526
2-048_21688_046,CAR,"[ 1.0945143 21.435959  -1.2753212  5.5169325  2.5882218  2.0017962
  2.4520376]",0.18056545
2-048_21688_046,CAR,"[39.60361   -4.998453  -1.860032   5.6337647  2.66257    2.0877154
  3.5149045]",0.16091157
2-048_21688_046,CAR,"[59.69881    6.080752  -0.7841513  5.1365495  2.5795372  1.9170014
  6.15317  ]",0.15924264
2-048_21688_046,CAR,"[78.62755     0.7299756  -0.29310083  5.4874196   2.6500137   1.914018
  2.9228427 ]",0.15027326
2-048_21688_046,CAR,"[55.278446   5.9701033 -1.210634   5.1430664  2.4111888  1.8169386
  6.3018107]",0.13559805
